adaptive,adaptivev2,imgt,tenx
TCRAJ01,TCRAJ01,TRAJ1*01,TRAJ1
TCRAJ01*01,TCRAJ01*01,TRAJ1*01,TRAJ1
TCRAJ01-01,TCRAJ01-01,TRAJ1*01,TRAJ1
TCRAJ01-01*01,TCRAJ01-01*01,TRAJ1*01,TRAJ1
TCRAJ02,TCRAJ02,TRAJ2*01,TRAJ2
TCRAJ02*01,TCRAJ02*01,TRAJ2*01,TRAJ2
TCRAJ02*02,TCRAJ02*02,TRAJ2*02,TRAJ2
TCRAJ02-01,TCRAJ02-01,TRAJ2*01,TRAJ2
TCRAJ02-01*01,TCRAJ02-01*01,TRAJ2*01,TRAJ2
TCRAJ02-01*02,TCRAJ02-01*02,TRAJ2*02,TRAJ2
TCRAJ03,TCRAJ03,TRAJ3*01,TRAJ3
TCRAJ03*01,TCRAJ03*01,TRAJ3*01,TRAJ3
TCRAJ03-01,TCRAJ03-01,TRAJ3*01,TRAJ3
TCRAJ03-01*01,TCRAJ03-01*01,TRAJ3*01,TRAJ3
TCRAJ04,TCRAJ04,TRAJ4*01,TRAJ4
TCRAJ04*01,TCRAJ04*01,TRAJ4*01,TRAJ4
TCRAJ04*02,TCRAJ04*02,TRAJ4*02,TRAJ4
TCRAJ04-01,TCRAJ04-01,TRAJ4*01,TRAJ4
TCRAJ04-01*01,TCRAJ04-01*01,TRAJ4*01,TRAJ4
TCRAJ04-01*02,TCRAJ04-01*02,TRAJ4*02,TRAJ4
TCRAJ05,TCRAJ05,TRAJ5*01,TRAJ5
TCRAJ05*01,TCRAJ05*01,TRAJ5*01,TRAJ5
TCRAJ05-01,TCRAJ05-01,TRAJ5*01,TRAJ5
TCRAJ05-01*01,TCRAJ05-01*01,TRAJ5*01,TRAJ5
TCRAJ06,TCRAJ06,TRAJ6*01,TRAJ6
TCRAJ06*01,TCRAJ06*01,TRAJ6*01,TRAJ6
TCRAJ06-01,TCRAJ06-01,TRAJ6*01,TRAJ6
TCRAJ06-01*01,TCRAJ06-01*01,TRAJ6*01,TRAJ6
TCRAJ07,TCRAJ07,TRAJ7*01,TRAJ7
TCRAJ07*01,TCRAJ07*01,TRAJ7*01,TRAJ7
TCRAJ07-01,TCRAJ07-01,TRAJ7*01,TRAJ7
TCRAJ07-01*01,TCRAJ07-01*01,TRAJ7*01,TRAJ7
TCRAJ08,TCRAJ08,TRAJ8*01,TRAJ8
TCRAJ08*01,TCRAJ08*01,TRAJ8*01,TRAJ8
TCRAJ08*02,TCRAJ08*02,TRAJ8*02,TRAJ8
TCRAJ08-01,TCRAJ08-01,TRAJ8*01,TRAJ8
TCRAJ08-01*01,TCRAJ08-01*01,TRAJ8*01,TRAJ8
TCRAJ08-01*02,TCRAJ08-01*02,TRAJ8*02,TRAJ8
TCRAJ09,TCRAJ09,TRAJ9*01,TRAJ9
TCRAJ09*01,TCRAJ09*01,TRAJ9*01,TRAJ9
TCRAJ09*02,TCRAJ09*02,TRAJ9*02,TRAJ9
TCRAJ09-01,TCRAJ09-01,TRAJ9*01,TRAJ9
TCRAJ09-01*01,TCRAJ09-01*01,TRAJ9*01,TRAJ9
TCRAJ09-01*02,TCRAJ09-01*02,TRAJ9*02,TRAJ9
TCRAJ11,TCRAJ11,TRAJ11*01,TRAJ11
TCRAJ11*01,TCRAJ11*01,TRAJ11*01,TRAJ11
TCRAJ11-01,TCRAJ11-01,TRAJ11*01,TRAJ11
TCRAJ11-01*01,TCRAJ11-01*01,TRAJ11*01,TRAJ11
TCRAJ12,TCRAJ12,TRAJ12*01,TRAJ12
TCRAJ12*01,TCRAJ12*01,TRAJ12*01,TRAJ12
TCRAJ12*02,TCRAJ12*02,TRAJ12*02,TRAJ12
TCRAJ12-01,TCRAJ12-01,TRAJ12*01,TRAJ12
TCRAJ12-01*01,TCRAJ12-01*01,TRAJ12*01,TRAJ12
TCRAJ12-01*02,TCRAJ12-01*02,TRAJ12*02,TRAJ12
TCRAJ13,TCRAJ13,TRAJ13*01,TRAJ13
TCRAJ13*01,TCRAJ13*01,TRAJ13*01,TRAJ13
TCRAJ13-01,TCRAJ13-01,TRAJ13*01,TRAJ13
TCRAJ13-01*01,TCRAJ13-01*01,TRAJ13*01,TRAJ13
TCRAJ14,TCRAJ14,TRAJ14*01,TRAJ14
TCRAJ14*01,TCRAJ14*01,TRAJ14*01,TRAJ14
TCRAJ14-01,TCRAJ14-01,TRAJ14*01,TRAJ14
TCRAJ14-01*01,TCRAJ14-01*01,TRAJ14*01,TRAJ14
TCRAJ15,TCRAJ15,TRAJ15*01,TRAJ15
TCRAJ15*01,TCRAJ15*01,TRAJ15*01,TRAJ15
TCRAJ15-01,TCRAJ15-01,TRAJ15*01,TRAJ15
TCRAJ15-01*01,TCRAJ15-01*01,TRAJ15*01,TRAJ15
TCRAJ16,TCRAJ16,TRAJ16*01,TRAJ16
TCRAJ16*01,TCRAJ16*01,TRAJ16*01,TRAJ16
TCRAJ16-01,TCRAJ16-01,TRAJ16*01,TRAJ16
TCRAJ16-01*01,TCRAJ16-01*01,TRAJ16*01,TRAJ16
TCRAJ17,TCRAJ17,TRAJ17*01,TRAJ17
TCRAJ17*01,TCRAJ17*01,TRAJ17*01,TRAJ17
TCRAJ17-01,TCRAJ17-01,TRAJ17*01,TRAJ17
TCRAJ17-01*01,TCRAJ17-01*01,TRAJ17*01,TRAJ17
TCRAJ18,TCRAJ18,TRAJ18*01,TRAJ18
TCRAJ18*01,TCRAJ18*01,TRAJ18*01,TRAJ18
TCRAJ18-01,TCRAJ18-01,TRAJ18*01,TRAJ18
TCRAJ18-01*01,TCRAJ18-01*01,TRAJ18*01,TRAJ18
TCRAJ19,TCRAJ19,TRAJ19*01,TRAJ19
TCRAJ19*01,TCRAJ19*01,TRAJ19*01,TRAJ19
TCRAJ19-01,TCRAJ19-01,TRAJ19*01,TRAJ19
TCRAJ19-01*01,TCRAJ19-01*01,TRAJ19*01,TRAJ19
TCRAJ20,TCRAJ20,TRAJ20*01,TRAJ20
TCRAJ20*01,TCRAJ20*01,TRAJ20*01,TRAJ20
TCRAJ20-01,TCRAJ20-01,TRAJ20*01,TRAJ20
TCRAJ20-01*01,TCRAJ20-01*01,TRAJ20*01,TRAJ20
TCRAJ21,TCRAJ21,TRAJ21*01,TRAJ21
TCRAJ21*01,TCRAJ21*01,TRAJ21*01,TRAJ21
TCRAJ21*02,TCRAJ21*02,TRAJ21*02,TRAJ21
TCRAJ21-01,TCRAJ21-01,TRAJ21*01,TRAJ21
TCRAJ21-01*01,TCRAJ21-01*01,TRAJ21*01,TRAJ21
TCRAJ21-01*02,TCRAJ21-01*02,TRAJ21*02,TRAJ21
TCRAJ22,TCRAJ22,TRAJ22*01,TRAJ22
TCRAJ22*01,TCRAJ22*01,TRAJ22*01,TRAJ22
TCRAJ22-01,TCRAJ22-01,TRAJ22*01,TRAJ22
TCRAJ22-01*01,TCRAJ22-01*01,TRAJ22*01,TRAJ22
TCRAJ23,TCRAJ23,TRAJ23*01,TRAJ23
TCRAJ23*01,TCRAJ23*01,TRAJ23*01,TRAJ23
TCRAJ23-01,TCRAJ23-01,TRAJ23*01,TRAJ23
TCRAJ23-01*01,TCRAJ23-01*01,TRAJ23*01,TRAJ23
TCRAJ24,TCRAJ24,TRAJ24*01,TRAJ24
TCRAJ24*01,TCRAJ24*01,TRAJ24*01,TRAJ24
TCRAJ24*02,TCRAJ24*02,TRAJ24*02,TRAJ24
TCRAJ24-01,TCRAJ24-01,TRAJ24*01,TRAJ24
TCRAJ24-01*01,TCRAJ24-01*01,TRAJ24*01,TRAJ24
TCRAJ24-01*02,TCRAJ24-01*02,TRAJ24*02,TRAJ24
TCRAJ25,TCRAJ25,TRAJ25*01,TRAJ25
TCRAJ25*01,TCRAJ25*01,TRAJ25*01,TRAJ25
TCRAJ25*02,TCRAJ25*02,TRAJ25*02,TRAJ25
TCRAJ25-01,TCRAJ25-01,TRAJ25*01,TRAJ25
TCRAJ25-01*01,TCRAJ25-01*01,TRAJ25*01,TRAJ25
TCRAJ25-01*02,TCRAJ25-01*02,TRAJ25*02,TRAJ25
TCRAJ26,TCRAJ26,TRAJ26*01,TRAJ26
TCRAJ26*01,TCRAJ26*01,TRAJ26*01,TRAJ26
TCRAJ26-01,TCRAJ26-01,TRAJ26*01,TRAJ26
TCRAJ26-01*01,TCRAJ26-01*01,TRAJ26*01,TRAJ26
TCRAJ27,TCRAJ27,TRAJ27*01,TRAJ27
TCRAJ27*01,TCRAJ27*01,TRAJ27*01,TRAJ27
TCRAJ27-01,TCRAJ27-01,TRAJ27*01,TRAJ27
TCRAJ27-01*01,TCRAJ27-01*01,TRAJ27*01,TRAJ27
TCRAJ28,TCRAJ28,TRAJ28*01,TRAJ28
TCRAJ28*01,TCRAJ28*01,TRAJ28*01,TRAJ28
TCRAJ28-01,TCRAJ28-01,TRAJ28*01,TRAJ28
TCRAJ28-01*01,TCRAJ28-01*01,TRAJ28*01,TRAJ28
TCRAJ29,TCRAJ29,TRAJ29*01,TRAJ29
TCRAJ29*01,TCRAJ29*01,TRAJ29*01,TRAJ29
TCRAJ29-01,TCRAJ29-01,TRAJ29*01,TRAJ29
TCRAJ29-01*01,TCRAJ29-01*01,TRAJ29*01,TRAJ29
TCRAJ30,TCRAJ30,TRAJ30*01,TRAJ30
TCRAJ30*01,TCRAJ30*01,TRAJ30*01,TRAJ30
TCRAJ30-01,TCRAJ30-01,TRAJ30*01,TRAJ30
TCRAJ30-01*01,TCRAJ30-01*01,TRAJ30*01,TRAJ30
TCRAJ31,TCRAJ31,TRAJ31*01,TRAJ31
TCRAJ31*01,TCRAJ31*01,TRAJ31*01,TRAJ31
TCRAJ31*02,TCRAJ31*02,TRAJ31*02,TRAJ31
TCRAJ31-01,TCRAJ31-01,TRAJ31*01,TRAJ31
TCRAJ31-01*01,TCRAJ31-01*01,TRAJ31*01,TRAJ31
TCRAJ31-01*02,TCRAJ31-01*02,TRAJ31*02,TRAJ31
TCRAJ32,TCRAJ32,TRAJ32*01,TRAJ32
TCRAJ32*01,TCRAJ32*01,TRAJ32*01,TRAJ32
TCRAJ32*02,TCRAJ32*02,TRAJ32*02,TRAJ32
TCRAJ32-01,TCRAJ32-01,TRAJ32*01,TRAJ32
TCRAJ32-01*01,TCRAJ32-01*01,TRAJ32*01,TRAJ32
TCRAJ32-01*02,TCRAJ32-01*02,TRAJ32*02,TRAJ32
TCRAJ33,TCRAJ33,TRAJ33*01,TRAJ33
TCRAJ33*01,TCRAJ33*01,TRAJ33*01,TRAJ33
TCRAJ33-01,TCRAJ33-01,TRAJ33*01,TRAJ33
TCRAJ33-01*01,TCRAJ33-01*01,TRAJ33*01,TRAJ33
TCRAJ34,TCRAJ34,TRAJ34*01,TRAJ34
TCRAJ34*01,TCRAJ34*01,TRAJ34*01,TRAJ34
TCRAJ34*02,TCRAJ34*02,TRAJ34*02,TRAJ34
TCRAJ34-01,TCRAJ34-01,TRAJ34*01,TRAJ34
TCRAJ34-01*01,TCRAJ34-01*01,TRAJ34*01,TRAJ34
TCRAJ34-01*02,TCRAJ34-01*02,TRAJ34*02,TRAJ34
TCRAJ35,TCRAJ35,TRAJ35*01,TRAJ35
TCRAJ35*01,TCRAJ35*01,TRAJ35*01,TRAJ35
TCRAJ35*02,TCRAJ35*02,TRAJ35*02,TRAJ35
TCRAJ35-01,TCRAJ35-01,TRAJ35*01,TRAJ35
TCRAJ35-01*01,TCRAJ35-01*01,TRAJ35*01,TRAJ35
TCRAJ35-01*02,TCRAJ35-01*02,TRAJ35*02,TRAJ35
TCRAJ36,TCRAJ36,TRAJ36*01,TRAJ36
TCRAJ36*01,TCRAJ36*01,TRAJ36*01,TRAJ36
TCRAJ36-01,TCRAJ36-01,TRAJ36*01,TRAJ36
TCRAJ36-01*01,TCRAJ36-01*01,TRAJ36*01,TRAJ36
TCRAJ37,TCRAJ37,TRAJ37*01,TRAJ37
TCRAJ37*01,TCRAJ37*01,TRAJ37*01,TRAJ37
TCRAJ37-01,TCRAJ37-01,TRAJ37*01,TRAJ37
TCRAJ37-01*01,TCRAJ37-01*01,TRAJ37*01,TRAJ37
TCRAJ38,TCRAJ38,TRAJ38*01,TRAJ38
TCRAJ38*01,TCRAJ38*01,TRAJ38*01,TRAJ38
TCRAJ38-01,TCRAJ38-01,TRAJ38*01,TRAJ38
TCRAJ38-01*01,TCRAJ38-01*01,TRAJ38*01,TRAJ38
TCRAJ39,TCRAJ39,TRAJ39*01,TRAJ39
TCRAJ39*01,TCRAJ39*01,TRAJ39*01,TRAJ39
TCRAJ39-01,TCRAJ39-01,TRAJ39*01,TRAJ39
TCRAJ39-01*01,TCRAJ39-01*01,TRAJ39*01,TRAJ39
TCRAJ40,TCRAJ40,TRAJ40*01,TRAJ40
TCRAJ40*01,TCRAJ40*01,TRAJ40*01,TRAJ40
TCRAJ40-01,TCRAJ40-01,TRAJ40*01,TRAJ40
TCRAJ40-01*01,TCRAJ40-01*01,TRAJ40*01,TRAJ40
TCRAJ41,TCRAJ41,TRAJ41*01,TRAJ41
TCRAJ41*01,TCRAJ41*01,TRAJ41*01,TRAJ41
TCRAJ41-01,TCRAJ41-01,TRAJ41*01,TRAJ41
TCRAJ41-01*01,TCRAJ41-01*01,TRAJ41*01,TRAJ41
TCRAJ42,TCRAJ42,TRAJ42*01,TRAJ42
TCRAJ42*01,TCRAJ42*01,TRAJ42*01,TRAJ42
TCRAJ42*02,TCRAJ42*02,TRAJ42*02,TRAJ42
TCRAJ42-01,TCRAJ42-01,TRAJ42*01,TRAJ42
TCRAJ42-01*01,TCRAJ42-01*01,TRAJ42*01,TRAJ42
TCRAJ42-01*02,TCRAJ42-01*02,TRAJ42*02,TRAJ42
TCRAJ43,TCRAJ43,TRAJ43*01,TRAJ43
TCRAJ43*01,TCRAJ43*01,TRAJ43*01,TRAJ43
TCRAJ43*02,TCRAJ43*02,TRAJ43*02,TRAJ43
TCRAJ43-01,TCRAJ43-01,TRAJ43*01,TRAJ43
TCRAJ43-01*01,TCRAJ43-01*01,TRAJ43*01,TRAJ43
TCRAJ43-01*02,TCRAJ43-01*02,TRAJ43*02,TRAJ43
TCRAJ44,TCRAJ44,TRAJ44*01,TRAJ44
TCRAJ44*01,TCRAJ44*01,TRAJ44*01,TRAJ44
TCRAJ44-01,TCRAJ44-01,TRAJ44*01,TRAJ44
TCRAJ44-01*01,TCRAJ44-01*01,TRAJ44*01,TRAJ44
TCRAJ45,TCRAJ45,TRAJ45*01,TRAJ45
TCRAJ45*01,TCRAJ45*01,TRAJ45*01,TRAJ45
TCRAJ45*02,TCRAJ45*02,TRAJ45*02,TRAJ45
TCRAJ45-01,TCRAJ45-01,TRAJ45*01,TRAJ45
TCRAJ45-01*01,TCRAJ45-01*01,TRAJ45*01,TRAJ45
TCRAJ45-01*02,TCRAJ45-01*02,TRAJ45*02,TRAJ45
TCRAJ46,TCRAJ46,TRAJ46*01,TRAJ46
TCRAJ46*01,TCRAJ46*01,TRAJ46*01,TRAJ46
TCRAJ46*02,TCRAJ46*02,TRAJ46*02,TRAJ46
TCRAJ46-01,TCRAJ46-01,TRAJ46*01,TRAJ46
TCRAJ46-01*01,TCRAJ46-01*01,TRAJ46*01,TRAJ46
TCRAJ46-01*02,TCRAJ46-01*02,TRAJ46*02,TRAJ46
TCRAJ47,TCRAJ47,TRAJ47*01,TRAJ47
TCRAJ47*01,TCRAJ47*01,TRAJ47*01,TRAJ47
TCRAJ47*02,TCRAJ47*02,TRAJ47*02,TRAJ47
TCRAJ47-01,TCRAJ47-01,TRAJ47*01,TRAJ47
TCRAJ47-01*01,TCRAJ47-01*01,TRAJ47*01,TRAJ47
TCRAJ47-01*02,TCRAJ47-01*02,TRAJ47*02,TRAJ47
TCRAJ48,TCRAJ48,TRAJ48*01,TRAJ48
TCRAJ48*01,TCRAJ48*01,TRAJ48*01,TRAJ48
TCRAJ48-01,TCRAJ48-01,TRAJ48*01,TRAJ48
TCRAJ48-01*01,TCRAJ48-01*01,TRAJ48*01,TRAJ48
TCRAJ49,TCRAJ49,TRAJ49*01,TRAJ49
TCRAJ49*01,TCRAJ49*01,TRAJ49*01,TRAJ49
TCRAJ49-01,TCRAJ49-01,TRAJ49*01,TRAJ49
TCRAJ49-01*01,TCRAJ49-01*01,TRAJ49*01,TRAJ49
TCRAJ50,TCRAJ50,TRAJ50*01,TRAJ50
TCRAJ50*01,TCRAJ50*01,TRAJ50*01,TRAJ50
TCRAJ50-01,TCRAJ50-01,TRAJ50*01,TRAJ50
TCRAJ50-01*01,TCRAJ50-01*01,TRAJ50*01,TRAJ50
TCRAJ51,TCRAJ51,TRAJ51*01,TRAJ51
TCRAJ51*01,TCRAJ51*01,TRAJ51*01,TRAJ51
TCRAJ51*02,TCRAJ51*02,TRAJ51*02,TRAJ51
TCRAJ51-01,TCRAJ51-01,TRAJ51*01,TRAJ51
TCRAJ51-01*01,TCRAJ51-01*01,TRAJ51*01,TRAJ51
TCRAJ51-01*02,TCRAJ51-01*02,TRAJ51*02,TRAJ51
TCRAJ52,TCRAJ52,TRAJ52*01,TRAJ52
TCRAJ52*01,TCRAJ52*01,TRAJ52*01,TRAJ52
TCRAJ52-01,TCRAJ52-01,TRAJ52*01,TRAJ52
TCRAJ52-01*01,TCRAJ52-01*01,TRAJ52*01,TRAJ52
TCRAJ53,TCRAJ53,TRAJ53*01,TRAJ53
TCRAJ53*01,TCRAJ53*01,TRAJ53*01,TRAJ53
TCRAJ53-01,TCRAJ53-01,TRAJ53*01,TRAJ53
TCRAJ53-01*01,TCRAJ53-01*01,TRAJ53*01,TRAJ53
TCRAJ54,TCRAJ54,TRAJ54*01,TRAJ54
TCRAJ54*01,TCRAJ54*01,TRAJ54*01,TRAJ54
TCRAJ54-01,TCRAJ54-01,TRAJ54*01,TRAJ54
TCRAJ54-01*01,TCRAJ54-01*01,TRAJ54*01,TRAJ54
TCRAJ55,TCRAJ55,TRAJ55*01,TRAJ55
TCRAJ55*01,TCRAJ55*01,TRAJ55*01,TRAJ55
TCRAJ55-01,TCRAJ55-01,TRAJ55*01,TRAJ55
TCRAJ55-01*01,TCRAJ55-01*01,TRAJ55*01,TRAJ55
TCRAJ56,TCRAJ56,TRAJ56*01,TRAJ56
TCRAJ56*01,TCRAJ56*01,TRAJ56*01,TRAJ56
TCRAJ56-01,TCRAJ56-01,TRAJ56*01,TRAJ56
TCRAJ56-01*01,TCRAJ56-01*01,TRAJ56*01,TRAJ56
TCRAJ57,TCRAJ57,TRAJ57*01,TRAJ57
TCRAJ57*01,TCRAJ57*01,TRAJ57*01,TRAJ57
TCRAJ57-01,TCRAJ57-01,TRAJ57*01,TRAJ57
TCRAJ57-01*01,TCRAJ57-01*01,TRAJ57*01,TRAJ57
TCRAJ58,TCRAJ58,TRAJ58*01,TRAJ58
TCRAJ58*01,TCRAJ58*01,TRAJ58*01,TRAJ58
TCRAJ58-01,TCRAJ58-01,TRAJ58*01,TRAJ58
TCRAJ58-01*01,TCRAJ58-01*01,TRAJ58*01,TRAJ58
TCRAJ59,TCRAJ59,TRAJ59*01,TRAJ59
TCRAJ59*01,TCRAJ59*01,TRAJ59*01,TRAJ59
TCRAJ59-01,TCRAJ59-01,TRAJ59*01,TRAJ59
TCRAJ59-01*01,TCRAJ59-01*01,TRAJ59*01,TRAJ59
TCRAJ60,TCRAJ60,TRAJ60*01,TRAJ60
TCRAJ60*01,TCRAJ60*01,TRAJ60*01,TRAJ60
TCRAJ60-01,TCRAJ60-01,TRAJ60*01,TRAJ60
TCRAJ60-01*01,TCRAJ60-01*01,TRAJ60*01,TRAJ60
TCRAJ61,TCRAJ61,TRAJ61*01,TRAJ61
TCRAJ61*01,TCRAJ61*01,TRAJ61*01,TRAJ61
TCRAJ61-01,TCRAJ61-01,TRAJ61*01,TRAJ61
TCRAJ61-01*01,TCRAJ61-01*01,TRAJ61*01,TRAJ61
TCRAV01,TCRAV01,TRAV1*01,TRAV1
TCRAV01*01,TCRAV01*01,TRAV1*01,TRAV1
TCRAV01*02,TCRAV01*02,TRAV1*02,TRAV1
TCRAV01-01,TCRAV01-01,TRAV1*01,TRAV1
TCRAV01-01*01,TCRAV01-01*01,TRAV1*01,TRAV1
TCRAV01-01*02,TCRAV01-01*02,TRAV1*02,TRAV1
TCRAV02,TCRAV02,TRAV2*01,TRAV2
TCRAV02*01,TCRAV02*01,TRAV2*01,TRAV2
TCRAV02-01,TCRAV02-01,TRAV2*01,TRAV2
TCRAV02-01*01,TCRAV02-01*01,TRAV2*01,TRAV2
TCRAV03-01,TCRAV03-01,TRAV3-1*01,TRAV3-1
TCRAV03-01*01,TCRAV03-01*01,TRAV3-1*01,TRAV3-1
TCRAV03-01*02,TCRAV03-01*02,TRAV3-1*02,TRAV3-1
TCRAV03-01*03,TCRAV03-01*03,TRAV3-1*03,TRAV3-1
TCRAV03-02,TCRAV03-02,TRAV3-2*01,TRAV3-2
TCRAV03-02*01,TCRAV03-02*01,TRAV3-2*01,TRAV3-2
TCRAV03-02*02,TCRAV03-02*02,TRAV3-2*02,TRAV3-2
TCRAV03-03,TCRAV03-03,TRAV3-3*01,TRAV3-3
TCRAV03-03*01,TCRAV03-03*01,TRAV3-3*01,TRAV3-3
TCRAV03-04,TCRAV03-04,TRAV3-4*01,TRAV3-4
TCRAV03-04*01,TCRAV03-04*01,TRAV3-4*01,TRAV3-4
TCRAV03-04*02,TCRAV03-04*02,TRAV3-4*02,TRAV3-4
TCRAV04-01,TCRAV04-01,TRAV4-1*01,TRAV4-1
TCRAV04-01*01,TCRAV04-01*01,TRAV4-1*01,TRAV4-1
TCRAV04-01*02,TCRAV04-01*02,TRAV4-1*02,TRAV4-1
TCRAV04-02,TCRAV04-02,TRAV4-2*01,TRAV4-2
TCRAV04-02*01,TCRAV04-02*01,TRAV4-2*01,TRAV4-2
TCRAV04-02*02,TCRAV04-02*02,TRAV4-2*02,TRAV4-2
TCRAV04-03,TCRAV04-03,TRAV4-3*01,TRAV4-3
TCRAV04-03*01,TCRAV04-03*01,TRAV4-3*01,TRAV4-3
TCRAV04-03*02,TCRAV04-03*02,TRAV4-3*02,TRAV4-3
TCRAV04-03*03,TCRAV04-03*03,TRAV4-3*03,TRAV4-3
TCRAV04-04/,TCRAV04-04/,TRAV4-4/DV10*01,TRAV4-4-DV10
TCRAV04-04/*01,TCRAV04-04/*01,TRAV4-4/DV10*01,TRAV4-4-DV10
TCRAV04-04/*02,TCRAV04-04/*02,TRAV4-4/DV10*02,TRAV4-4-DV10
TCRAV05-01,TCRAV05-01,TRAV5-1*01,TRAV5-1
TCRAV05-01*01,TCRAV05-01*01,TRAV5-1*01,TRAV5-1
TCRAV05-01*02,TCRAV05-01*02,TRAV5-1*02,TRAV5-1
TCRAV05-02,TCRAV05-02,TRAV5-2*01,TRAV5-2
TCRAV05-02*01,TCRAV05-02*01,TRAV5-2*01,TRAV5-2
TCRAV05-02*02,TCRAV05-02*02,TRAV5-2*02,TRAV5-2
TCRAV05-03,TCRAV05-03,TRAV5-3*01,TRAV5-3
TCRAV05-03*01,TCRAV05-03*01,TRAV5-3*01,TRAV5-3
TCRAV05-04,TCRAV05-04,TRAV5-4*01,TRAV5-4
TCRAV05-04*01,TCRAV05-04*01,TRAV5-4*01,TRAV5-4
TCRAV05-04*02,TCRAV05-04*02,TRAV5-4*02,TRAV5-4
TCRAV06-01,TCRAV06-01,TRAV6-1*01,TRAV6-1
TCRAV06-01*01,TCRAV06-01*01,TRAV6-1*01,TRAV6-1
TCRAV06-01*02,TCRAV06-01*02,TRAV6-1*02,TRAV6-1
TCRAV06-01*03,TCRAV06-01*03,TRAV6-1*03,TRAV6-1
TCRAV06-02,TCRAV06-02,TRAV6-2*01,TRAV6-2
TCRAV06-02*01,TCRAV06-02*01,TRAV6-2*01,TRAV6-2
TCRAV06-02*02,TCRAV06-02*02,TRAV6-2*02,TRAV6-2
TCRAV06-02*03,TCRAV06-02*03,TRAV6-2*03,TRAV6-2
TCRAV06-03,TCRAV06-03,TRAV6-3*01,TRAV6-3
TCRAV06-03*01,TCRAV06-03*01,TRAV6-3*01,TRAV6-3
TCRAV06-03*02,TCRAV06-03*02,TRAV6-3*02,TRAV6-3
TCRAV06-04,TCRAV06-04,TRAV6-4*01,TRAV6-4
TCRAV06-04*01,TCRAV06-04*01,TRAV6-4*01,TRAV6-4
TCRAV06-04*02,TCRAV06-04*02,TRAV6-4*02,TRAV6-4
TCRAV06-04*03,TCRAV06-04*03,TRAV6-4*03,TRAV6-4
TCRAV06-05,TCRAV06-05,TRAV6-5*01,TRAV6-5
TCRAV06-05*01,TCRAV06-05*01,TRAV6-5*01,TRAV6-5
TCRAV06-05*02,TCRAV06-05*02,TRAV6-5*02,TRAV6-5
TCRAV06-05*03,TCRAV06-05*03,TRAV6-5*03,TRAV6-5
TCRAV06-05*04,TCRAV06-05*04,TRAV6-5*04,TRAV6-5
TCRAV06-06,TCRAV06-06,TRAV6-6*01,TRAV6-6
TCRAV06-06*01,TCRAV06-06*01,TRAV6-6*01,TRAV6-6
TCRAV06-06*02,TCRAV06-06*02,TRAV6-6*02,TRAV6-6
TCRAV06-06*03,TCRAV06-06*03,TRAV6-6*03,TRAV6-6
TCRAV06-06*04,TCRAV06-06*04,TRAV6-6*04,TRAV6-6
TCRAV06-07,TCRAV06-07,TRAV6-7/DV9*01,TRAV6-7-DV9
TCRAV06-07*01,TCRAV06-07*01,TRAV6-7/DV9*01,TRAV6-7-DV9
TCRAV06-07*02,TCRAV06-07*02,TRAV6-7/DV9*02,TRAV6-7-DV9
TCRAV06-07*03,TCRAV06-07*03,TRAV6-7/DV9*03,TRAV6-7-DV9
TCRAV06-07*04,TCRAV06-07*04,TRAV6-7/DV9*04,TRAV6-7-DV9
TCRAV06-07*05,TCRAV06-07*05,TRAV6-7/DV9*05,TRAV6-7-DV9
TCRAV06-07*06,TCRAV06-07*06,TRAV6-7/DV9*06,TRAV6-7-DV9
TCRAV06-07*07,TCRAV06-07*07,TRAV6-7/DV9*07,TRAV6-7-DV9
TCRAV06-07*08,TCRAV06-07*08,TRAV6-7/DV9*08,TRAV6-7-DV9
TCRAV07-01,TCRAV07-01,TRAV7-1*01,TRAV7-1
TCRAV07-01*01,TCRAV07-01*01,TRAV7-1*01,TRAV7-1
TCRAV07-01*02,TCRAV07-01*02,TRAV7-1*02,TRAV7-1
TCRAV07-02,TCRAV07-02,TRAV7-2*01,TRAV7-2
TCRAV07-02*01,TCRAV07-02*01,TRAV7-2*01,TRAV7-2
TCRAV07-02*02,TCRAV07-02*02,TRAV7-2*02,TRAV7-2
TCRAV07-03,TCRAV07-03,TRAV7-3*01,TRAV7-3
TCRAV07-03*01,TCRAV07-03*01,TRAV7-3*01,TRAV7-3
TCRAV07-03*02,TCRAV07-03*02,TRAV7-3*02,TRAV7-3
TCRAV07-03*03,TCRAV07-03*03,TRAV7-3*03,TRAV7-3
TCRAV07-03*04,TCRAV07-03*04,TRAV7-3*04,TRAV7-3
TCRAV07-04,TCRAV07-04,TRAV7-4*01,TRAV7-4
TCRAV07-04*01,TCRAV07-04*01,TRAV7-4*01,TRAV7-4
TCRAV07-04*02,TCRAV07-04*02,TRAV7-4*02,TRAV7-4
TCRAV07-05,TCRAV07-05,TRAV7-5*01,TRAV7-5
TCRAV07-05*01,TCRAV07-05*01,TRAV7-5*01,TRAV7-5
TCRAV07-05*02,TCRAV07-05*02,TRAV7-5*02,TRAV7-5
TCRAV07-05*03,TCRAV07-05*03,TRAV7-5*03,TRAV7-5
TCRAV07-06,TCRAV07-06,TRAV7-6*01,TRAV7-6
TCRAV07-06*01,TCRAV07-06*01,TRAV7-6*01,TRAV7-6
TCRAV07-06*02,TCRAV07-06*02,TRAV7-6*02,TRAV7-6
