adaptive,adaptivev2,imgt,tenx
TCRAV7N-04*01,TCRAV7N-04*01,TRAV7N-4*01,TRAV7N-4
TCRAV7N-05,TCRAV7N-05,TRAV7N-5*01,TRAV7N-5
TCRAV7N-05*01,TCRAV7N-05*01,TRAV7N-5*01,TRAV7N-5
TCRAV7N-06,TCRAV7N-06,TRAV7N-6*01,TRAV7N-6
TCRAV7N-06*01,TCRAV7N-06*01,TRAV7N-6*01,TRAV7N-6
TCRAV8D-01,TCRAV8D-01,TRAV8D-1*01,TRAV8D-1
TCRAV8D-01*01,TCRAV8D-01*01,TRAV8D-1*01,TRAV8D-1
TCRAV8D-01*02,TCRAV8D-01*02,TRAV8D-1*02,TRAV8D-1
TCRAV8D-02,TCRAV8D-02,TRAV8D-2*01,TRAV8D-2
TCRAV8D-02*01,TCRAV8D-02*01,TRAV8D-2*01,TRAV8D-2
TCRAV8D-02*02,TCRAV8D-02*02,TRAV8D-2*02,TRAV8D-2
TCRAV8D-02*03,TCRAV8D-02*03,TRAV8D-2*03,TRAV8D-2
TCRAV8N,TCRAV8N,TRAV8N-2*01,TRAV8N-2
TCRAV8N*01,TCRAV8N*01,TRAV8N-2*01,TRAV8N-2
TCRAV8N-02,TCRAV8N-02,TRAV8N-2*01,TRAV8N-2
TCRAV8N-02*01,TCRAV8N-02*01,TRAV8N-2*01,TRAV8N-2
TCRAV9D-01,TCRAV9D-01,TRAV9D-1*01,TRAV9D-1
TCRAV9D-01*01,TCRAV9D-01*01,TRAV9D-1*01,TRAV9D-1
TCRAV9D-01*02,TCRAV9D-01*02,TRAV9D-1*02,TRAV9D-1
TCRAV9D-01*03,TCRAV9D-01*03,TRAV9D-1*03,TRAV9D-1
TCRAV9D-02,TCRAV9D-02,TRAV9D-2*01,TRAV9D-2
TCRAV9D-02*01,TCRAV9D-02*01,TRAV9D-2*01,TRAV9D-2
TCRAV9D-02*02,TCRAV9D-02*02,TRAV9D-2*02,TRAV9D-2
TCRAV9D-02*03,TCRAV9D-02*03,TRAV9D-2*03,TRAV9D-2
TCRAV9D-02*04,TCRAV9D-02*04,TRAV9D-2*04,TRAV9D-2
TCRAV9D-02*05,TCRAV9D-02*05,TRAV9D-2*05,TRAV9D-2
TCRAV9D-03,TCRAV9D-03,TRAV9D-3*01,TRAV9D-3
TCRAV9D-03*01,TCRAV9D-03*01,TRAV9D-3*01,TRAV9D-3
TCRAV9D-03*02,TCRAV9D-03*02,TRAV9D-3*02,TRAV9D-3
TCRAV9D-03*03,TCRAV9D-03*03,TRAV9D-3*03,TRAV9D-3
TCRAV9D-04,TCRAV9D-04,TRAV9D-4*01,TRAV9D-4
TCRAV9D-04*01,TCRAV9D-04*01,TRAV9D-4*01,TRAV9D-4
TCRAV9D-04*02,TCRAV9D-04*02,TRAV9D-4*02,TRAV9D-4
TCRAV9D-04*03,TCRAV9D-04*03,TRAV9D-4*03,TRAV9D-4
TCRAV9D-04*04,TCRAV9D-04*04,TRAV9D-4*04,TRAV9D-4
TCRAV9N-01,TCRAV9N-01,TRAV9N-1*01,TRAV9N-1
TCRAV9N-01*01,TCRAV9N-01*01,TRAV9N-1*01,TRAV9N-1
TCRAV9N-02,TCRAV9N-02,TRAV9N-2*01,TRAV9N-2
TCRAV9N-02*01,TCRAV9N-02*01,TRAV9N-2*01,TRAV9N-2
TCRAV9N-03,TCRAV9N-03,TRAV9N-3*01,TRAV9N-3
TCRAV9N-03*01,TCRAV9N-03*01,TRAV9N-3*01,TRAV9N-3
TCRAV9N-04,TCRAV9N-04,TRAV9N-4*01,TRAV9N-4
TCRAV9N-04*01,TCRAV9N-04*01,TRAV9N-4*01,TRAV9N-4
TCRBD01,TCRBD01,TRBD1*01,TRBD1
TCRBD01*01,TCRBD01*01,TRBD1*01,TRBD1
TCRBD01-01,TCRBD01-01,TRBD1*01,TRBD1
TCRBD01-01*01,TCRBD01-01*01,TRBD1*01,TRBD1
TCRBD02,TCRBD02,TRBD2*01,TRBD2
TCRBD02*01,TCRBD02*01,TRBD2*01,TRBD2
TCRBD02-01,TCRBD02-01,TRBD2*01,TRBD2
TCRBD02-01*01,TCRBD02-01*01,TRBD2*01,TRBD2
TCRBJ01-01,TCRBJ01-01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-01*01,TCRBJ01-01*01,TRBJ1-1*01,TRBJ1-1
TCRBJ01-01*02,TCRBJ01-01*02,TRBJ1-1*02,TRBJ1-1
TCRBJ01-02,TCRBJ01-02,TRBJ1-2*01,TRBJ1-2
TCRBJ01-02*01,TCRBJ01-02*01,TRBJ1-2*01,TRBJ1-2
TCRBJ01-03,TCRBJ01-03,TRBJ1-3*01,TRBJ1-3
TCRBJ01-03*01,TCRBJ01-03*01,TRBJ1-3*01,TRBJ1-3
TCRBJ01-04,TCRBJ01-04,TRBJ1-4*01,TRBJ1-4
TCRBJ01-04*01,TCRBJ01-04*01,TRBJ1-4*01,TRBJ1-4
TCRBJ01-04*02,TCRBJ01-04*02,TRBJ1-4*02,TRBJ1-4
TCRBJ01-05,TCRBJ01-05,TRBJ1-5*01,TRBJ1-5
TCRBJ01-05*01,TCRBJ01-05*01,TRBJ1-5*01,TRBJ1-5
TCRBJ01-05*02,TCRBJ01-05*02,TRBJ1-5*02,TRBJ1-5
TCRBJ01-05*03,TCRBJ01-05*03,TRBJ1-5*03,TRBJ1-5
TCRBJ01-06,TCRBJ01-06,TRBJ1-6*01,TRBJ1-6
TCRBJ01-06*01,TCRBJ01-06*01,TRBJ1-6*01,TRBJ1-6
TCRBJ01-07,TCRBJ01-07,TRBJ1-7*01,TRBJ1-7
TCRBJ01-07*01,TCRBJ01-07*01,TRBJ1-7*01,TRBJ1-7
TCRBJ02-01,TCRBJ02-01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-01*01,TCRBJ02-01*01,TRBJ2-1*01,TRBJ2-1
TCRBJ02-02,TCRBJ02-02,TRBJ2-2*01,TRBJ2-2
TCRBJ02-02*01,TCRBJ02-02*01,TRBJ2-2*01,TRBJ2-2
TCRBJ02-03,TCRBJ02-03,TRBJ2-3*01,TRBJ2-3
TCRBJ02-03*01,TCRBJ02-03*01,TRBJ2-3*01,TRBJ2-3
TCRBJ02-04,TCRBJ02-04,TRBJ2-4*01,TRBJ2-4
TCRBJ02-04*01,TCRBJ02-04*01,TRBJ2-4*01,TRBJ2-4
TCRBJ02-05,TCRBJ02-05,TRBJ2-5*01,TRBJ2-5
TCRBJ02-05*01,TCRBJ02-05*01,TRBJ2-5*01,TRBJ2-5
TCRBJ02-06,TCRBJ02-06,TRBJ2-6*01,TRBJ2-6
TCRBJ02-06*01,TCRBJ02-06*01,TRBJ2-6*01,TRBJ2-6
TCRBJ02-07,TCRBJ02-07,TRBJ2-7*01,TRBJ2-7
TCRBJ02-07*01,TCRBJ02-07*01,TRBJ2-7*01,TRBJ2-7
TCRBJ02-07*02,TCRBJ02-07*02,TRBJ2-7*02,TRBJ2-7
TCRBV01,TCRBV01,TRBV1*01,TRBV1
TCRBV01*01,TCRBV01*01,TRBV1*01,TRBV1
TCRBV01*02,TCRBV01*02,TRBV1*02,TRBV1
TCRBV01-01,TCRBV01-01,TRBV1*01,TRBV1
TCRBV01-01*01,TCRBV01-01*01,TRBV1*01,TRBV1
TCRBV01-01*02,TCRBV01-01*02,TRBV1*02,TRBV1
TCRBV02,TCRBV02,TRBV2*01,TRBV2
TCRBV02*01,TCRBV02*01,TRBV2*01,TRBV2
TCRBV02-01,TCRBV02-01,TRBV2*01,TRBV2
TCRBV02-01*01,TCRBV02-01*01,TRBV2*01,TRBV2
TCRBV03,TCRBV03,TRBV3*01,TRBV3
TCRBV03*01,TCRBV03*01,TRBV3*01,TRBV3
TCRBV03*02,TCRBV03*02,TRBV3*02,TRBV3
TCRBV03-01,TCRBV03-01,TRBV3*01,TRBV3
TCRBV03-01*01,TCRBV03-01*01,TRBV3*01,TRBV3
TCRBV03-01*02,TCRBV03-01*02,TRBV3*02,TRBV3
TCRBV04,TCRBV04,TRBV4*01,TRBV4
TCRBV04*01,TCRBV04*01,TRBV4*01,TRBV4
TCRBV04*02,TCRBV04*02,TRBV4*02,TRBV4
TCRBV04-01,TCRBV04-01,TRBV4*01,TRBV4
TCRBV04-01*01,TCRBV04-01*01,TRBV4*01,TRBV4
TCRBV04-01*02,TCRBV04-01*02,TRBV4*02,TRBV4
TCRBV05,TCRBV05,TRBV5*01,TRBV5
TCRBV05*01,TCRBV05*01,TRBV5*01,TRBV5
TCRBV05*02,TCRBV05*02,TRBV5*02,TRBV5
TCRBV05*03,TCRBV05*03,TRBV5*03,TRBV5
TCRBV05*04,TCRBV05*04,TRBV5*04,TRBV5
TCRBV05*05,TCRBV05*05,TRBV5*05,TRBV5
TCRBV05-01,TCRBV05-01,TRBV5*01,TRBV5
TCRBV05-01*01,TCRBV05-01*01,TRBV5*01,TRBV5
TCRBV05-01*02,TCRBV05-01*02,TRBV5*02,TRBV5
TCRBV05-01*03,TCRBV05-01*03,TRBV5*03,TRBV5
TCRBV05-01*04,TCRBV05-01*04,TRBV5*04,TRBV5
TCRBV05-01*05,TCRBV05-01*05,TRBV5*05,TRBV5
TCRBV06,TCRBV06,TRBV6*01,TRBV6
TCRBV06*01,TCRBV06*01,TRBV6*01,TRBV6
TCRBV06-01,TCRBV06-01,TRBV6*01,TRBV6
TCRBV06-01*01,TCRBV06-01*01,TRBV6*01,TRBV6
TCRBV07,TCRBV07,TRBV7*01,TRBV7
TCRBV07*01,TCRBV07*01,TRBV7*01,TRBV7
TCRBV07-01,TCRBV07-01,TRBV7*01,TRBV7
TCRBV07-01*01,TCRBV07-01*01,TRBV7*01,TRBV7
TCRBV08,TCRBV08,TRBV8*01,TRBV8
TCRBV08*01,TCRBV08*01,TRBV8*01,TRBV8
TCRBV08-01,TCRBV08-01,TRBV8*01,TRBV8
TCRBV08-01*01,TCRBV08-01*01,TRBV8*01,TRBV8
TCRBV09,TCRBV09,TRBV9*01,TRBV9
TCRBV09*01,TCRBV09*01,TRBV9*01,TRBV9
TCRBV09-01,TCRBV09-01,TRBV9*01,TRBV9
TCRBV09-01*01,TCRBV09-01*01,TRBV9*01,TRBV9
TCRBV10,TCRBV10,TRBV10*01,TRBV10
TCRBV10*01,TCRBV10*01,TRBV10*01,TRBV10
TCRBV10-01,TCRBV10-01,TRBV10*01,TRBV10
TCRBV10-01*01,TCRBV10-01*01,TRBV10*01,TRBV10
TCRBV11,TCRBV11,TRBV11*01,TRBV11
TCRBV11*01,TCRBV11*01,TRBV11*01,TRBV11
TCRBV11-01,TCRBV11-01,TRBV11*01,TRBV11
TCRBV11-01*01,TCRBV11-01*01,TRBV11*01,TRBV11
TCRBV12-01,TCRBV12-01,TRBV12-1*01,TRBV12-1
TCRBV12-01*01,TCRBV12-01*01,TRBV12-1*01,TRBV12-1
TCRBV12-01*02,TCRBV12-01*02,TRBV12-1*02,TRBV12-1
TCRBV12-02,TCRBV12-02,TRBV12-2*01,TRBV12-2
TCRBV12-02*01,TCRBV12-02*01,TRBV12-2*01,TRBV12-2
TCRBV12-02*02,TCRBV12-02*02,TRBV12-2*02,TRBV12-2
TCRBV12-03,TCRBV12-03,TRBV12-3*01,TRBV12-3
TCRBV12-03*01,TCRBV12-03*01,TRBV12-3*01,TRBV12-3
TCRBV13-01,TCRBV13-01,TRBV13-1*01,TRBV13-1
TCRBV13-01*01,TCRBV13-01*01,TRBV13-1*01,TRBV13-1
TCRBV13-01*02,TCRBV13-01*02,TRBV13-1*02,TRBV13-1
TCRBV13-02,TCRBV13-02,TRBV13-2*01,TRBV13-2
TCRBV13-02*01,TCRBV13-02*01,TRBV13-2*01,TRBV13-2
TCRBV13-02*02,TCRBV13-02*02,TRBV13-2*02,TRBV13-2
TCRBV13-02*03,TCRBV13-02*03,TRBV13-2*03,TRBV13-2
TCRBV13-02*04,TCRBV13-02*04,TRBV13-2*04,TRBV13-2
TCRBV13-02*05,TCRBV13-02*05,TRBV13-2*05,TRBV13-2
TCRBV13-03,TCRBV13-03,TRBV13-3*01,TRBV13-3
TCRBV13-03*01,TCRBV13-03*01,TRBV13-3*01,TRBV13-3
TCRBV14,TCRBV14,TRBV14*01,TRBV14
TCRBV14*01,TCRBV14*01,TRBV14*01,TRBV14
TCRBV14-01,TCRBV14-01,TRBV14*01,TRBV14
TCRBV14-01*01,TCRBV14-01*01,TRBV14*01,TRBV14
TCRBV15,TCRBV15,TRBV15*01,TRBV15
TCRBV15*01,TCRBV15*01,TRBV15*01,TRBV15
TCRBV15-01,TCRBV15-01,TRBV15*01,TRBV15
TCRBV15-01*01,TCRBV15-01*01,TRBV15*01,TRBV15
TCRBV16,TCRBV16,TRBV16*01,TRBV16
TCRBV16*01,TCRBV16*01,TRBV16*01,TRBV16
TCRBV16*02,TCRBV16*02,TRBV16*02,TRBV16
TCRBV16*03,TCRBV16*03,TRBV16*03,TRBV16
TCRBV16*04,TCRBV16*04,TRBV16*04,TRBV16
TCRBV16-01,TCRBV16-01,TRBV16*01,TRBV16
TCRBV16-01*01,TCRBV16-01*01,TRBV16*01,TRBV16
TCRBV16-01*02,TCRBV16-01*02,TRBV16*02,TRBV16
TCRBV16-01*03,TCRBV16-01*03,TRBV16*03,TRBV16
TCRBV16-01*04,TCRBV16-01*04,TRBV16*04,TRBV16
TCRBV17,TCRBV17,TRBV17*01,TRBV17
TCRBV17*01,TCRBV17*01,TRBV17*01,TRBV17
TCRBV17-01,TCRBV17-01,TRBV17*01,TRBV17
TCRBV17-01*01,TCRBV17-01*01,TRBV17*01,TRBV17
TCRBV18,TCRBV18,TRBV18*01,TRBV18
TCRBV18*01,TCRBV18*01,TRBV18*01,TRBV18
TCRBV18-01,TCRBV18-01,TRBV18*01,TRBV18
TCRBV18-01*01,TCRBV18-01*01,TRBV18*01,TRBV18
TCRBV19,TCRBV19,TRBV19*01,TRBV19
TCRBV19*01,TCRBV19*01,TRBV19*01,TRBV19
TCRBV19*02,TCRBV19*02,TRBV19*02,TRBV19
TCRBV19*03,TCRBV19*03,TRBV19*03,TRBV19
TCRBV19-01,TCRBV19-01,TRBV19*01,TRBV19
TCRBV19-01*01,TCRBV19-01*01,TRBV19*01,TRBV19
TCRBV19-01*02,TCRBV19-01*02,TRBV19*02,TRBV19
TCRBV19-01*03,TCRBV19-01*03,TRBV19*03,TRBV19
TCRBV20,TCRBV20,TRBV20*01,TRBV20
TCRBV20*01,TCRBV20*01,TRBV20*01,TRBV20
TCRBV20*02,TCRBV20*02,TRBV20*02,TRBV20
TCRBV20-01,TCRBV20-01,TRBV20*01,TRBV20
TCRBV20-01*01,TCRBV20-01*01,TRBV20*01,TRBV20
TCRBV20-01*02,TCRBV20-01*02,TRBV20*02,TRBV20
TCRBV21,TCRBV21,TRBV21*01,TRBV21
TCRBV21*01,TCRBV21*01,TRBV21*01,TRBV21
TCRBV21-01,TCRBV21-01,TRBV21*01,TRBV21
TCRBV21-01*01,TCRBV21-01*01,TRBV21*01,TRBV21
TCRBV22,TCRBV22,TRBV22*01,TRBV22
TCRBV22*01,TCRBV22*01,TRBV22*01,TRBV22
TCRBV22-01,TCRBV22-01,TRBV22*01,TRBV22
TCRBV22-01*01,TCRBV22-01*01,TRBV22*01,TRBV22
TCRBV23,TCRBV23,TRBV23*01,TRBV23
TCRBV23*01,TCRBV23*01,TRBV23*01,TRBV23
TCRBV23-01,TCRBV23-01,TRBV23*01,TRBV23
TCRBV23-01*01,TCRBV23-01*01,TRBV23*01,TRBV23
TCRBV24,TCRBV24,TRBV24*01,TRBV24
TCRBV24*01,TCRBV24*01,TRBV24*01,TRBV24
TCRBV24*02,TCRBV24*02,TRBV24*02,TRBV24
TCRBV24*03,TCRBV24*03,TRBV24*03,TRBV24
TCRBV24*04,TCRBV24*04,TRBV24*04,TRBV24
TCRBV24-01,TCRBV24-01,TRBV24*01,TRBV24
TCRBV24-01*01,TCRBV24-01*01,TRBV24*01,TRBV24
TCRBV24-01*02,TCRBV24-01*02,TRBV24*02,TRBV24
TCRBV24-01*03,TCRBV24-01*03,TRBV24*03,TRBV24
TCRBV24-01*04,TCRBV24-01*04,TRBV24*04,TRBV24
TCRBV25,TCRBV25,TRBV25*01,TRBV25
TCRBV25*01,TCRBV25*01,TRBV25*01,TRBV25
TCRBV25-01,TCRBV25-01,TRBV25*01,TRBV25
TCRBV25-01*01,TCRBV25-01*01,TRBV25*01,TRBV25
TCRBV26,TCRBV26,TRBV26*01,TRBV26
TCRBV26*01,TCRBV26*01,TRBV26*01,TRBV26
TCRBV26*02,TCRBV26*02,TRBV26*02,TRBV26
TCRBV26-01,TCRBV26-01,TRBV26*01,TRBV26
TCRBV26-01*01,TCRBV26-01*01,TRBV26*01,TRBV26
TCRBV26-01*02,TCRBV26-01*02,TRBV26*02,TRBV26
TCRBV27,TCRBV27,TRBV27*01,TRBV27
TCRBV27*01,TCRBV27*01,TRBV27*01,TRBV27
TCRBV27-01,TCRBV27-01,TRBV27*01,TRBV27
TCRBV27-01*01,TCRBV27-01*01,TRBV27*01,TRBV27
TCRBV28,TCRBV28,TRBV28*01,TRBV28
TCRBV28*01,TCRBV28*01,TRBV28*01,TRBV28
TCRBV28-01,TCRBV28-01,TRBV28*01,TRBV28
TCRBV28-01*01,TCRBV28-01*01,TRBV28*01,TRBV28
TCRBV29,TCRBV29,TRBV29*01,TRBV29
TCRBV29*01,TCRBV29*01,TRBV29*01,TRBV29
TCRBV29*02,TCRBV29*02,TRBV29*02,TRBV29
TCRBV29-01,TCRBV29-01,TRBV29*01,TRBV29
TCRBV29-01*01,TCRBV29-01*01,TRBV29*01,TRBV29
TCRBV29-01*02,TCRBV29-01*02,TRBV29*02,TRBV29
TCRBV30,TCRBV30,TRBV30*01,TRBV30
TCRBV30*01,TCRBV30*01,TRBV30*01,TRBV30
TCRBV30-01,TCRBV30-01,TRBV30*01,TRBV30
TCRBV30-01*01,TCRBV30-01*01,TRBV30*01,TRBV30
TCRBV31,TCRBV31,TRBV31*01,TRBV31
TCRBV31*01,TCRBV31*01,TRBV31*01,TRBV31
TCRBV31*02,TCRBV31*02,TRBV31*02,TRBV31
TCRBV31-01,TCRBV31-01,TRBV31*01,TRBV31
TCRBV31-01*01,TCRBV31-01*01,TRBV31*01,TRBV31
TCRBV31-01*02,TCRBV31-01*02,TRBV31*02,TRBV31
TCRDD01,TCRDD01,TRDD1*01,TRDD1
TCRDD01*01,TCRDD01*01,TRDD1*01,TRDD1
TCRDD01*02,TCRDD01*02,TRDD1*02,TRDD1
TCRDD01-01,TCRDD01-01,TRDD1*01,TRDD1
TCRDD01-01*01,TCRDD01-01*01,TRDD1*01,TRDD1
TCRDD01-01*02,TCRDD01-01*02,TRDD1*02,TRDD1
TCRDD02,TCRDD02,TRDD2*01,TRDD2
TCRDD02*01,TCRDD02*01,TRDD2*01,TRDD2
TCRDD02-01,TCRDD02-01,TRDD2*01,TRDD2
TCRDD02-01*01,TCRDD02-01*01,TRDD2*01,TRDD2
TCRDJ01,TCRDJ01,TRDJ1*01,TRDJ1
TCRDJ01*01,TCRDJ01*01,TRDJ1*01,TRDJ1
TCRDJ01-01,TCRDJ01-01,TRDJ1*01,TRDJ1
TCRDJ01-01*01,TCRDJ01-01*01,TRDJ1*01,TRDJ1
TCRDJ02,TCRDJ02,TRDJ2*01,TRDJ2
TCRDJ02*01,TCRDJ02*01,TRDJ2*01,TRDJ2
TCRDJ02*02,TCRDJ02*02,TRDJ2*02,TRDJ2
TCRDJ02-01,TCRDJ02-01,TRDJ2*01,TRDJ2
TCRDJ02-01*01,TCRDJ02-01*01,TRDJ2*01,TRDJ2
TCRDJ02-01*02,TCRDJ02-01*02,TRDJ2*02,TRDJ2
TCRDV01,TCRDV01,TRDV1*01,TRDV1
TCRDV01*01,TCRDV01*01,TRDV1*01,TRDV1
TCRDV01*02,TCRDV01*02,TRDV1*02,TRDV1
TCRDV01-01,TCRDV01-01,TRDV1*01,TRDV1
TCRDV01-01*01,TCRDV01-01*01,TRDV1*01,TRDV1
TCRDV01-01*02,TCRDV01-01*02,TRDV1*02,TRDV1
TCRDV02-01,TCRDV02-01,TRDV2-1*01,TRDV2-1
TCRDV02-01*01,TCRDV02-01*01,TRDV2-1*01,TRDV2-1
TCRDV02-01*02,TCRDV02-01*02,TRDV2-1*02,TRDV2-1
TCRDV02-02,TCRDV02-02,TRDV2-2*01,TRDV2-2
TCRDV02-02*01,TCRDV02-02*01,TRDV2-2*01,TRDV2-2
TCRDV02-02*02,TCRDV02-02*02,TRDV2-2*02,TRDV2-2
TCRDV03,TCRDV03,TRDV3*01,TRDV3
TCRDV03*01,TCRDV03*01,TRDV3*01,TRDV3
TCRDV03*02,TCRDV03*02,TRDV3*02,TRDV3
TCRDV03-01,TCRDV03-01,TRDV3*01,TRDV3
TCRDV03-01*01,TCRDV03-01*01,TRDV3*01,TRDV3
TCRDV03-01*02,TCRDV03-01*02,TRDV3*02,TRDV3
TCRDV04,TCRDV04,TRDV4*01,TRDV4
TCRDV04*01,TCRDV04*01,TRDV4*01,TRDV4
TCRDV04-01,TCRDV04-01,TRDV4*01,TRDV4
TCRDV04-01*01,TCRDV04-01*01,TRDV4*01,TRDV4
TCRDV05,TCRDV05,TRDV5*01,TRDV5
TCRDV05*01,TCRDV05*01,TRDV5*01,TRDV5
TCRDV05*02,TCRDV05*02,TRDV5*02,TRDV5
TCRDV05*03,TCRDV05*03,TRDV5*03,TRDV5
TCRDV05*04,TCRDV05*04,TRDV5*04,TRDV5
TCRDV05-01,TCRDV05-01,TRDV5*01,TRDV5
TCRDV05-01*01,TCRDV05-01*01,TRDV5*01,TRDV5
TCRDV05-01*02,TCRDV05-01*02,TRDV5*02,TRDV5
TCRDV05-01*03,TCRDV05-01*03,TRDV5*03,TRDV5
TCRDV05-01*04,TCRDV05-01*04,TRDV5*04,TRDV5
TCRGJ01,TCRGJ01,TRGJ1*01,TRGJ1
TCRGJ01*01,TCRGJ01*01,TRGJ1*01,TRGJ1
TCRGJ01-01,TCRGJ01-01,TRGJ1*01,TRGJ1
TCRGJ01-01*01,TCRGJ01-01*01,TRGJ1*01,TRGJ1
TCRGJ02,TCRGJ02,TRGJ2*01,TRGJ2
TCRGJ02*01,TCRGJ02*01,TRGJ2*01,TRGJ2
TCRGJ02-01,TCRGJ02-01,TRGJ2*01,TRGJ2
TCRGJ02-01*01,TCRGJ02-01*01,TRGJ2*01,TRGJ2
TCRGJ03,TCRGJ03,TRGJ3*01,TRGJ3
TCRGJ03*01,TCRGJ03*01,TRGJ3*01,TRGJ3
TCRGJ03-01,TCRGJ03-01,TRGJ3*01,TRGJ3
TCRGJ03-01*01,TCRGJ03-01*01,TRGJ3*01,TRGJ3
TCRGJ04,TCRGJ04,TRGJ4*01,TRGJ4
TCRGJ04*01,TCRGJ04*01,TRGJ4*01,TRGJ4
TCRGJ04-01,TCRGJ04-01,TRGJ4*01,TRGJ4
TCRGJ04-01*01,TCRGJ04-01*01,TRGJ4*01,TRGJ4
TCRGV01,TCRGV01,TRGV1*01,TRGV1
TCRGV01*01,TCRGV01*01,TRGV1*01,TRGV1
TCRGV01*02,TCRGV01*02,TRGV1*02,TRGV1
TCRGV01*03,TCRGV01*03,TRGV1*03,TRGV1
TCRGV01*04,TCRGV01*04,TRGV1*04,TRGV1
TCRGV01*05,TCRGV01*05,TRGV1*05,TRGV1
TCRGV01*06,TCRGV01*06,TRGV1*06,TRGV1
TCRGV01*07,TCRGV01*07,TRGV1*07,TRGV1
TCRGV01*08,TCRGV01*08,TRGV1*08,TRGV1
TCRGV01-01,TCRGV01-01,TRGV1*01,TRGV1
TCRGV01-01*01,TCRGV01-01*01,TRGV1*01,TRGV1
TCRGV01-01*02,TCRGV01-01*02,TRGV1*02,TRGV1
TCRGV01-01*03,TCRGV01-01*03,TRGV1*03,TRGV1
TCRGV01-01*04,TCRGV01-01*04,TRGV1*04,TRGV1
TCRGV01-01*05,TCRGV01-01*05,TRGV1*05,TRGV1
TCRGV01-01*06,TCRGV01-01*06,TRGV1*06,TRGV1
TCRGV01-01*07,TCRGV01-01*07,TRGV1*07,TRGV1
TCRGV01-01*08,TCRGV01-01*08,TRGV1*08,TRGV1
TCRGV02,TCRGV02,TRGV2*01,TRGV2
TCRGV02*01,TCRGV02*01,TRGV2*01,TRGV2
TCRGV02*02,TCRGV02*02,TRGV2*02,TRGV2
TCRGV02*03,TCRGV02*03,TRGV2*03,TRGV2
TCRGV02*04,TCRGV02*04,TRGV2*04,TRGV2
TCRGV02*05,TCRGV02*05,TRGV2*05,TRGV2
TCRGV02-01,TCRGV02-01,TRGV2*01,TRGV2
TCRGV02-01*01,TCRGV02-01*01,TRGV2*01,TRGV2
TCRGV02-01*02,TCRGV02-01*02,TRGV2*02,TRGV2
TCRGV02-01*03,TCRGV02-01*03,TRGV2*03,TRGV2
TCRGV02-01*04,TCRGV02-01*04,TRGV2*04,TRGV2
TCRGV02-01*05,TCRGV02-01*05,TRGV2*05,TRGV2
TCRGV03,TCRGV03,TRGV3*01,TRGV3
TCRGV03*01,TCRGV03*01,TRGV3*01,TRGV3
TCRGV03*02,TCRGV03*02,TRGV3*02,TRGV3
TCRGV03*03,TCRGV03*03,TRGV3*03,TRGV3
TCRGV03-01,TCRGV03-01,TRGV3*01,TRGV3
TCRGV03-01*01,TCRGV03-01*01,TRGV3*01,TRGV3
TCRGV03-01*02,TCRGV03-01*02,TRGV3*02,TRGV3
TCRGV03-01*03,TCRGV03-01*03,TRGV3*03,TRGV3
TCRGV04,TCRGV04,TRGV4*01,TRGV4
TCRGV04*01,TCRGV04*01,TRGV4*01,TRGV4
TCRGV04*02,TCRGV04*02,TRGV4*02,TRGV4
TCRGV04*03,TCRGV04*03,TRGV4*03,TRGV4
TCRGV04*04,TCRGV04*04,TRGV4*04,TRGV4
TCRGV04*05,TCRGV04*05,TRGV4*05,TRGV4
TCRGV04-01,TCRGV04-01,TRGV4*01,TRGV4
TCRGV04-01*01,TCRGV04-01*01,TRGV4*01,TRGV4
TCRGV04-01*02,TCRGV04-01*02,TRGV4*02,TRGV4
TCRGV04-01*03,TCRGV04-01*03,TRGV4*03,TRGV4
TCRGV04-01*04,TCRGV04-01*04,TRGV4*04,TRGV4
TCRGV04-01*05,TCRGV04-01*05,TRGV4*05,TRGV4
TCRGV05,TCRGV05,TRGV5*01,TRGV5
TCRGV05*01,TCRGV05*01,TRGV5*01,TRGV5
TCRGV05-01,TCRGV05-01,TRGV5*01,TRGV5
TCRGV05-01*01,TCRGV05-01*01,TRGV5*01,TRGV5
TCRGV06,TCRGV06,TRGV6*01,TRGV6
TCRGV06*01,TCRGV06*01,TRGV6*01,TRGV6
TCRGV06*02,TCRGV06*02,TRGV6*02,TRGV6
TCRGV06*03,TCRGV06*03,TRGV6*03,TRGV6
TCRGV06*04,TCRGV06*04,TRGV6*04,TRGV6
TCRGV06-01,TCRGV06-01,TRGV6*01,TRGV6
TCRGV06-01*01,TCRGV06-01*01,TRGV6*01,TRGV6
TCRGV06-01*02,TCRGV06-01*02,TRGV6*02,TRGV6
TCRGV06-01*03,TCRGV06-01*03,TRGV6*03,TRGV6
TCRGV06-01*04,TCRGV06-01*04,TRGV6*04,TRGV6
TCRGV07,TCRGV07,TRGV7*01,TRGV7
TCRGV07*01,TCRGV07*01,TRGV7*01,TRGV7
TCRGV07*02,TCRGV07*02,TRGV7*02,TRGV7
TCRGV07-01,TCRGV07-01,TRGV7*01,TRGV7
TCRGV07-01*01,TCRGV07-01*01,TRGV7*01,TRGV7
TCRGV07-01*02,TCRGV07-01*02,TRGV7*02,TRGV7
TCRGVA,TCRGVA,TRGVA*01,TRGVA
TCRGVA*01,TCRGVA*01,TRGVA*01,TRGVA
